State_Code	State_Name	State_Abv	Damage_Code	Damage_Descp	Amount
53	Washington	WA	91	Fire	250100
53	Washington	WA	93	Wildlife	1542
53	Washington	WA	99	Other (Snow-Lightning-Etc.)	153832
55	Wisconsin	WI	1	Decline in Price	3146360
55	Wisconsin	WI	11	Drought	10103830
55	Wisconsin	WI	12	Heat	1288013
55	Wisconsin	WI	13	Failure Irrig Supply	646
55	Wisconsin	WI	15	Inability to Prepare Land for Irr	8924
55	Wisconsin	WI	21	Hail	1899544
55	Wisconsin	WI	31	Excess Moisture/Precip/Rain	18219010
55	Wisconsin	WI	41	Frost	857507
55	Wisconsin	WI	42	Freeze	243905
55	Wisconsin	WI	43	Cold Winter	6310166
55	Wisconsin	WI	44	Cold Wet Weather	5475632
55	Wisconsin	WI	51	Flood	31793
55	Wisconsin	WI	55	Area Plan Crops Only	121428
55	Wisconsin	WI	61	Wind/Excess Wind	161040
55	Wisconsin	WI	71	Insects	97587
55	Wisconsin	WI	81	Plant Disease	987955
55	Wisconsin	WI	82	Mycotoxin (Aflatoxin)	521411
55	Wisconsin	WI	93	Wildlife	198660
55	Wisconsin	WI	95	House Burn (Pole Burn)	27244
55	Wisconsin	WI	97	Earthquake	2963
55	Wisconsin	WI	99	Other (Snow-Lightning-Etc.)	1024483
54	West Virginia	WV	1	Decline in Price	11087
54	West Virginia	WV	11	Drought	133401
54	West Virginia	WV	21	Hail	12986
54	West Virginia	WV	22	Excess Sun	376581
54	West Virginia	WV	31	Excess Moisture/Precip/Rain	318970
54	West Virginia	WV	41	Frost	12605
54	West Virginia	WV	42	Freeze	199639
54	West Virginia	WV	43	Cold Winter	288
54	West Virginia	WV	44	Cold Wet Weather	3318
54	West Virginia	WV	61	Wind/Excess Wind	27050
54	West Virginia	WV	93	Wildlife	46203
56	Wyoming	WY	1	Decline in Price	191391
56	Wyoming	WY	11	Drought	53390
56	Wyoming	WY	12	Heat	35287
56	Wyoming	WY	13	Failure Irrig Supply	7164
56	Wyoming	WY	21	Hail	3606177
56	Wyoming	WY	31	Excess Moisture/Precip/Rain	1219196
56	Wyoming	WY	41	Frost	79426
56	Wyoming	WY	42	Freeze	796930
56	Wyoming	WY	43	Cold Winter	306818
56	Wyoming	WY	44	Cold Wet Weather	262968
56	Wyoming	WY	51	Flood	6435
56	Wyoming	WY	55	Area Plan Crops Only	27776
56	Wyoming	WY	61	Wind/Excess Wind	76487
56	Wyoming	WY	62	Hot Wind	5372
56	Wyoming	WY	71	Insects	1507
56	Wyoming	WY	81	Plant Disease	17754
56	Wyoming	WY	93	Wildlife	7959
